Manufacturer,Model,Engine Size (L),Fuel Type,Year of Manufacture,Mileage,Price (£)
Tesla,C-Class,2.9665505341217693,Electric,2015,132255,48563
Mercedes-Benz,A4,2.926133428363961,Petrol,2011,127674,25652
Volkswagen,Altima,3.655561569957089,Electric,2012,171944,10926
Mercedes-Benz,Golf,2.6296821336709777,Electric,2000,39470,32241
Audi,C-Class,4.243339420216039,Hybrid,2020,184777,15717
Honda,3 Series,4.705277659565474,Hybrid,2015,170039,6008
Ford,3 Series,2.660309661300793,Hybrid,2008,34161,38678
Mercedes-Benz,A4,2.511801448556105,Petrol,2004,31075,37639
Chevrolet,Cruze,4.180454504928836,Electric,2000,164912,40606
BMW,C-Class,1.6691676844116876,Petrol,2007,169369,48361
Toyota,C-Class,2.515354547611764,Petrol,2018,3671,36725
Honda,Altima,3.6645794390597133,Hybrid,2014,125920,46329
Tesla,C-Class,1.4532716729548678,Petrol,2001,129842,20741
Audi,Cruze,2.907401439652085,Diesel,2017,151073,23340
Tesla,Model 3,3.8208400926600583,Electric,2020,45340,13140
Ford,Fiesta,4.1386420537559445,Petrol,2006,149838,6776
Chevrolet,3 Series,4.729197856326001,Diesel,2013,50610,35152
Toyota,Corolla,1.3521179690270086,Petrol,2013,167092,43384
Volkswagen,Golf,3.0942717055352773,Electric,2012,123833,22176
Volkswagen,Civic,1.9564942646548653,Electric,2015,80484,41557
Mercedes-Benz,Model 3,3.0068327144839784,Hybrid,2008,36532,21971
Toyota,Model 3,2.546043770975465,Diesel,2015,93750,35862
Mercedes-Benz,Golf,4.154367242586261,Petrol,2005,30743,32143
Audi,Fiesta,2.8212937412016394,Electric,2012,81142,13052
Honda,Altima,3.9496965326896314,Hybrid,2019,59295,44696
Tesla,3 Series,1.163837097023697,Diesel,2008,186325,18029
BMW,Golf,2.609660305433122,Petrol,2007,36168,32754
Audi,C-Class,2.246706381143827,Hybrid,2005,45700,3148
BMW,Altima,3.1184814577796613,Diesel,2021,133765,49759
Nissan,3 Series,1.825681049512312,Electric,2008,141802,24317
Honda,Altima,3.0071851865897674,Electric,2010,34485,17309
Ford,Civic,2.575349108720997,Electric,2008,129540,42813
BMW,Golf,1.8852444587906967,Petrol,2007,14049,14931
Toyota,C-Class,3.81573060340318,Hybrid,2010,168511,14196
Ford,Model 3,1.7080283508014062,Petrol,2014,195040,18524
Audi,Fiesta,2.270639747851922,Hybrid,2016,153485,34117
Honda,Cruze,4.821287345921185,Electric,2000,42577,12205
Honda,A4,4.053536084729529,Electric,2000,70793,38948
Volkswagen,Civic,1.7705673725964273,Hybrid,2010,144621,20062
Ford,Golf,1.4776369624234942,Hybrid,2016,14755,29144
Honda,Fiesta,4.687509209529603,Electric,2002,74803,30226
Tesla,3 Series,2.8015101654358876,Petrol,2005,190919,27243
Ford,Golf,4.163679062869722,Hybrid,2008,181788,25354
Ford,Altima,3.009677436988173,Hybrid,2013,113788,20920
Ford,C-Class,3.631006248352838,Diesel,2010,43098,40974
Nissan,Corolla,4.411894198823974,Hybrid,2012,139567,16139
Nissan,Altima,3.8459138413555225,Hybrid,2015,134656,47481
BMW,Cruze,4.75162170550534,Petrol,2001,84349,48313
BMW,3 Series,3.324086974022078,Diesel,2002,71496,22279
Chevrolet,C-Class,2.855092220753915,Diesel,2010,172137,19699
Tesla,Golf,1.2346211769566944,Diesel,2012,42835,35309
Honda,A4,3.4409287829037156,Hybrid,2003,179419,18276
Mercedes-Benz,Civic,1.3315456340160714,Diesel,2019,97967,9487
Mercedes-Benz,Golf,1.818747542039353,Hybrid,2015,92584,23656
Nissan,C-Class,1.3086410598592444,Electric,2008,79511,40776
Tesla,Corolla,1.4176313099643414,Hybrid,2015,146442,2432
Volkswagen,Civic,3.2057139620702575,Diesel,2002,118283,40974
Volkswagen,Corolla,2.835520708341157,Diesel,2007,146728,6925
Mercedes-Benz,Civic,4.462418595531184,Diesel,2015,62332,30295
Tesla,A4,3.9903136075693655,Petrol,2022,145267,3975
Audi,C-Class,3.53179571973178,Hybrid,2020,76081,7303
Audi,A4,2.303979857966067,Electric,2004,136035,4270
Toyota,A4,3.9261242538166004,Hybrid,2017,105149,32376
Chevrolet,Model 3,3.485181918920041,Electric,2004,190687,2700
BMW,Cruze,3.3606799241885765,Diesel,2022,6872,23709
BMW,Fiesta,3.483798555297832,Petrol,2022,194577,7592
Ford,Cruze,3.4664321928435324,Petrol,2019,24113,27509
Audi,Altima,1.6605104659559986,Petrol,2003,186386,38585
Honda,Corolla,3.5634666900818037,Electric,2020,113694,2722
Toyota,C-Class,3.333893248324333,Petrol,2008,99669,22178
Ford,3 Series,3.0188839897646473,Petrol,2022,80786,16638
Ford,Corolla,4.53541692849958,Hybrid,2000,31647,42319
Ford,Model 3,3.478034109436995,Petrol,2016,179667,1614
Chevrolet,Cruze,2.3765328373428534,Petrol,2019,170849,32274
Toyota,C-Class,3.225915197402211,Diesel,2014,108415,25011
Nissan,3 Series,4.262299075857879,Diesel,2007,155404,18043
Tesla,3 Series,4.953376607344372,Diesel,2006,99505,5095
Audi,C-Class,4.4145330061405295,Electric,2001,68677,37500
Nissan,Golf,1.1406758144481506,Petrol,2019,178763,18419
Tesla,A4,3.0123415179696065,Petrol,2020,53231,47640
Audi,Model 3,2.325912285415444,Diesel,2021,15392,31286
BMW,Golf,1.1147558816724876,Petrol,2001,196665,11718
Mercedes-Benz,Golf,2.4136403485539417,Petrol,2017,115051,39886
Audi,C-Class,3.592245669945888,Diesel,2013,175044,16510
Ford,Altima,4.008873891006866,Diesel,2008,185918,26096
Tesla,Corolla,3.1649921678582698,Petrol,2014,199496,46102
Nissan,A4,4.7785422095820085,Electric,2012,35834,4383
Ford,Model 3,3.907582916544099,Petrol,2006,89689,28746
Audi,Golf,1.3483034066395017,Diesel,2002,107774,43177
Chevrolet,3 Series,3.6310846715368843,Petrol,2007,56212,38150
Audi,Model 3,4.321706356406081,Hybrid,2007,86566,49571
Honda,Cruze,1.7871734472240193,Hybrid,2014,86223,16406
Volkswagen,3 Series,3.2806899599261974,Diesel,2009,113496,17270
Tesla,A4,1.177422018106613,Hybrid,2011,151936,42689
Toyota,3 Series,4.9736368673576825,Hybrid,2010,142331,1063
Nissan,Cruze,1.3543164562205967,Diesel,2017,33770,39992
BMW,Cruze,2.639254598515258,Hybrid,2009,185942,2113
Nissan,Golf,1.6908344785929446,Hybrid,2001,168095,16425
Nissan,Model 3,2.408948667906433,Petrol,2015,93478,6248
Nissan,Model 3,2.29342860163798,Diesel,2013,78821,30777
Ford,Model 3,3.905830328344529,Electric,2010,105782,30472
Chevrolet,A4,2.6460376865040676,Electric,2022,14376,25121
Nissan,Altima,3.450468774689584,Hybrid,2014,128681,47319
Audi,Model 3,1.025209594446019,Diesel,2007,12128,35566
Toyota,Model 3,1.1757348059849155,Petrol,2019,127242,45745
Ford,Cruze,2.2466753079310378,Hybrid,2015,109351,36679
Toyota,3 Series,3.4756044155860364,Hybrid,2022,16291,41749
Mercedes-Benz,A4,4.6131201746898105,Petrol,2016,36526,22858
Honda,Cruze,1.729053984575856,Electric,2022,134732,46479
Mercedes-Benz,Model 3,4.077875694577541,Diesel,2012,29603,24422
Audi,Altima,4.262123932073273,Hybrid,2018,119648,34033
Tesla,Golf,1.420792271307593,Petrol,2008,151733,14828
Nissan,Civic,1.0008945369918059,Petrol,2021,99104,13791
BMW,Cruze,3.939927322302032,Hybrid,2016,156260,32906
Chevrolet,A4,1.2968117858919768,Hybrid,2012,135307,43479
Toyota,Fiesta,1.9555627126486246,Petrol,2016,186989,4768
Volkswagen,Golf,2.234105222278823,Hybrid,2016,160637,35807
Audi,Cruze,1.281583708755309,Diesel,2015,166220,5159
Nissan,Model 3,1.8807966073064954,Hybrid,2012,25597,12406
BMW,Civic,2.252541548551071,Diesel,2021,173007,30318
Honda,Golf,3.6374323047486308,Diesel,2018,44770,30742
Mercedes-Benz,3 Series,2.2934996191235824,Electric,2005,81892,22980
Chevrolet,A4,1.3604573537640516,Electric,2002,73228,29996
Tesla,C-Class,4.040238061298136,Petrol,2014,184842,23784
Chevrolet,A4,1.1084395333135966,Petrol,2007,176525,49703
Toyota,Cruze,1.1554574466879837,Electric,2019,62849,28414
Mercedes-Benz,C-Class,3.6268467503085327,Petrol,2018,33476,3345
Nissan,C-Class,2.5507449366965864,Petrol,2000,173808,39840
Chevrolet,3 Series,2.4286205168517148,Hybrid,2008,164493,4173
Audi,Golf,1.8691328825058249,Hybrid,2019,149107,42310
Tesla,Corolla,2.2187819586675483,Diesel,2011,116112,9080
Volkswagen,3 Series,2.1045591195885747,Diesel,2013,2147,21505
Audi,3 Series,1.365736814404229,Electric,2021,175219,5619
Honda,3 Series,2.7535657214495424,Diesel,2000,139157,48442
Chevrolet,Golf,3.445536072912031,Diesel,2016,63946,37658
Chevrolet,Altima,4.985109990535117,Hybrid,2017,177218,32403
Audi,Corolla,1.7356498539100849,Diesel,2002,105587,10344
Volkswagen,Model 3,1.2644856328387517,Hybrid,2005,34001,9676
BMW,Fiesta,1.9830158974199685,Electric,2000,108544,46624
Chevrolet,Corolla,3.0876515130478746,Diesel,2011,195992,7220
Honda,Civic,2.8105873867398996,Hybrid,2015,64386,23075
Volkswagen,Corolla,2.863661231017364,Electric,2018,2077,33142
Nissan,Cruze,3.4849531887716934,Diesel,2012,152369,45972
Chevrolet,Corolla,4.018116330401393,Hybrid,2019,60386,1281
Nissan,Civic,4.389532502233271,Hybrid,2002,12272,34272
Audi,Cruze,4.1560586592354,Electric,2010,68792,4172
Tesla,Corolla,4.933182937782468,Petrol,2001,118690,41867
Toyota,Model 3,2.8078858113443883,Petrol,2007,4268,24892
BMW,Civic,4.2455990712170735,Petrol,2015,185437,5907
Volkswagen,Model 3,1.820745040662897,Petrol,2002,57332,13539
Chevrolet,A4,3.9354410740145274,Diesel,2008,168644,15817
Nissan,Corolla,2.63303164464476,Electric,2005,53705,14171
Ford,Corolla,4.274132538372671,Hybrid,2012,156058,40705
Audi,Civic,3.7573387375342175,Diesel,2018,194043,6451
Honda,Fiesta,2.5894441858005663,Hybrid,2007,85108,28258
Tesla,Golf,4.13309276423782,Electric,2016,49955,41750
Mercedes-Benz,Model 3,4.7929781830183495,Electric,2021,147264,32382
Ford,Corolla,2.659031621302647,Hybrid,2010,115453,8531
Mercedes-Benz,3 Series,1.4197319079589854,Petrol,2017,192401,21371
Mercedes-Benz,Model 3,1.948654132879362,Diesel,2014,124568,21552
Tesla,Cruze,2.2114583086986532,Petrol,2004,16722,20581
Tesla,A4,3.3297254883314826,Diesel,2015,26773,13355
Honda,C-Class,4.626526115288345,Diesel,2015,22492,21470
Audi,A4,3.073428481395728,Petrol,2019,90021,27122
Toyota,C-Class,2.8086276581854657,Diesel,2005,116782,25264
Ford,Fiesta,3.8417549135227116,Electric,2009,164484,17730
Nissan,A4,4.082773143598727,Hybrid,2002,67388,23772
Audi,Civic,1.7245822579535166,Diesel,2003,19042,22318
Ford,A4,3.3182441676582375,Petrol,2010,90680,15262
Tesla,Fiesta,2.7839203443886835,Hybrid,2002,54860,6896
Audi,Civic,4.123509005805522,Electric,2018,82975,3764
BMW,Civic,2.386116713837638,Electric,2005,23347,12413
Chevrolet,A4,3.5168512139309924,Petrol,2006,186227,36605
Ford,Model 3,4.637917443073384,Hybrid,2009,176679,41405
Mercedes-Benz,Cruze,2.5315819559940365,Petrol,2007,172382,16493
Ford,Altima,3.012720074401482,Petrol,2012,94119,3731
Audi,A4,2.2539630528096275,Hybrid,2008,190571,2369
Toyota,3 Series,2.029672055639255,Petrol,2018,188726,38377
Audi,3 Series,1.5237269054655074,Petrol,2007,15859,46808
Volkswagen,Golf,2.2309129460959616,Electric,2014,67867,46927
BMW,Civic,3.5493517493053752,Hybrid,2016,76500,29362
Nissan,A4,1.3161698502160508,Hybrid,2001,128655,13893
Volkswagen,Fiesta,1.9007360692592683,Electric,2006,93013,43664
Mercedes-Benz,Golf,4.369228972840949,Hybrid,2008,152341,20846
Honda,Corolla,3.1234226031923384,Electric,2001,79233,13057
Audi,A4,4.22168033524507,Petrol,2003,190929,42984
Ford,Civic,1.2655008423437,Diesel,2002,169417,34889
Mercedes-Benz,Model 3,2.1900440512549553,Electric,2003,109463,5802
Chevrolet,A4,3.9836561722461212,Petrol,2008,7809,25203
Nissan,A4,4.2692730812482464,Diesel,2009,182568,47744
Toyota,C-Class,4.5552460031639495,Petrol,2005,120801,25266
Mercedes-Benz,Fiesta,3.773085183556762,Electric,2017,162769,6601
Nissan,C-Class,1.3884991020831716,Diesel,2015,127464,10401
Chevrolet,C-Class,2.3987811859452797,Petrol,2002,47233,5288
Audi,A4,4.513890410762668,Electric,2021,120692,34381
Toyota,Model 3,1.1380368382059598,Electric,2018,148327,46489
Volkswagen,Fiesta,1.7331424370663298,Hybrid,2020,100732,4240
Honda,3 Series,1.3986731379127098,Hybrid,2007,197610,45672
Honda,Civic,1.8736032181807207,Diesel,2015,105835,47479
Toyota,Altima,4.746386768060259,Petrol,2000,105095,31780
Nissan,Model 3,2.11813291945646,Hybrid,2004,106198,3896
Mercedes-Benz,3 Series,3.186267700314263,Petrol,2008,183350,48066
Toyota,3 Series,2.9865182109772777,Electric,2013,189697,16129
Audi,Golf,4.615011293369526,Diesel,2006,136096,30692
Ford,Civic,2.336155951694717,Petrol,2005,24815,48797
Volkswagen,Corolla,3.892645137533374,Hybrid,2014,38366,22992
BMW,Corolla,3.138582162659975,Electric,2012,146895,26218
Tesla,Cruze,4.645842608130225,Electric,2002,27215,43013
Ford,Corolla,3.239910784391019,Hybrid,2010,118157,34682
Chevrolet,Altima,4.632432927468429,Petrol,2012,13202,30659
Ford,Corolla,4.412955092074574,Diesel,2002,100142,41050
Tesla,A4,3.3696711605323566,Hybrid,2021,144441,46312
Tesla,C-Class,3.552283354408851,Diesel,2021,156972,47120
Toyota,3 Series,4.377787168126742,Hybrid,2014,185475,4363
Audi,A4,1.1187424030610904,Hybrid,2020,157987,37560
Nissan,C-Class,1.3740816101750934,Hybrid,2016,11421,29395
Nissan,Fiesta,3.511557060168928,Electric,2003,2599,1020
Mercedes-Benz,Fiesta,2.957883719148084,Hybrid,2014,168323,41460
Tesla,Cruze,2.75138898362464,Electric,2007,1326,19575
BMW,Fiesta,2.5166914985511664,Petrol,2012,49025,17162
Volkswagen,Model 3,2.9229316789951785,Petrol,2017,176692,1782
Mercedes-Benz,Golf,2.380520252416372,Hybrid,2014,91157,7208
Chevrolet,Model 3,4.6711577576813,Electric,2014,121973,21442
Toyota,Corolla,4.738168353020095,Diesel,2016,47910,1622
Chevrolet,C-Class,3.427705440538906,Electric,2014,82872,39052
Mercedes-Benz,C-Class,3.4006128421634005,Electric,2004,196051,36622
Mercedes-Benz,Golf,4.060700965217552,Diesel,2013,122558,8649
BMW,Civic,4.974220601602788,Electric,2016,86135,17677
Chevrolet,Corolla,3.0919200441617964,Electric,2022,174736,32493
Volkswagen,Model 3,4.174493923201847,Petrol,2018,103198,22066
Toyota,Golf,1.4070861202439846,Petrol,2016,23742,8199
Honda,3 Series,4.181376904754821,Petrol,2002,40530,12397
BMW,Golf,2.223668354530968,Electric,2013,51237,41822
Chevrolet,Corolla,2.556920844340932,Electric,2012,11787,40025
Tesla,Corolla,1.0558824965515043,Petrol,2002,85692,32728
Tesla,Cruze,1.4184259742802312,Hybrid,2014,30809,10040
Chevrolet,Fiesta,1.0634454552102266,Petrol,2021,57251,22491
Audi,Model 3,2.4024711541298944,Hybrid,2021,102272,28789
Audi,C-Class,3.264896170895518,Petrol,2022,125152,4227
Audi,A4,1.946480254158656,Petrol,2019,168709,31716
BMW,3 Series,4.113571707763628,Electric,2018,188946,48135
Nissan,Golf,3.802682562706901,Petrol,2015,190644,8330
Chevrolet,Corolla,2.377370912101803,Diesel,2010,156296,46059
Honda,A4,4.326127520033641,Hybrid,2012,56486,28271
Audi,Golf,1.312937862011724,Petrol,2010,124229,20528
Tesla,C-Class,1.0375479690464608,Diesel,2001,161855,4078
Tesla,Model 3,4.3674275912018,Diesel,2000,141018,23675
Ford,Civic,4.699965392963843,Petrol,2002,146426,17429
Toyota,Fiesta,2.5436080827556737,Electric,2006,59250,26078
Tesla,C-Class,1.9479331461272196,Electric,2017,182630,48192
Tesla,C-Class,1.9948660378917986,Hybrid,2006,87437,15002
Audi,C-Class,3.7205234084858176,Diesel,2014,41315,4490
Toyota,Fiesta,2.0119746095317916,Diesel,2001,72874,4878
BMW,Altima,1.969965382510439,Diesel,2022,3565,6316
Chevrolet,Altima,2.1171238621640525,Hybrid,2012,96988,12364
Audi,Fiesta,3.0113573401443503,Hybrid,2020,199687,34806
Tesla,A4,4.216809152409187,Electric,2005,124826,29124
Mercedes-Benz,A4,4.480792554725172,Electric,2000,47749,14791
Nissan,C-Class,2.356317445617272,Petrol,2003,100421,19397
Ford,Corolla,1.4772905993504675,Petrol,2008,32276,5412
Tesla,Cruze,3.0237565197390284,Hybrid,2015,196986,49350
Volkswagen,Cruze,1.1108476912357617,Hybrid,2022,22094,35141
Chevrolet,Civic,4.835355606850312,Electric,2019,189419,43321
Ford,3 Series,4.75879918645669,Hybrid,2021,1661,2658
BMW,Cruze,4.023854053322196,Hybrid,2014,164333,38738
Tesla,Corolla,4.10462764268209,Hybrid,2007,183658,21652
Volkswagen,Altima,2.61893776361847,Petrol,2012,20894,24230
Volkswagen,Corolla,2.2481992156667796,Diesel,2017,79890,1567
Toyota,Golf,3.963743134491225,Hybrid,2021,193854,1033
Tesla,A4,2.122506661013307,Hybrid,2004,63051,4279
Mercedes-Benz,Model 3,3.175521368878622,Electric,2015,151105,7355
Toyota,A4,4.92015962387795,Electric,2000,38303,16595
Nissan,Fiesta,1.557862823962461,Hybrid,2015,107523,10966
Toyota,A4,1.3543272962747621,Diesel,2006,120695,46125
Chevrolet,C-Class,4.21109918722432,Petrol,2006,85761,13848
Ford,3 Series,3.2646758357253622,Electric,2008,149724,28329
Toyota,Civic,1.9003343071770868,Hybrid,2016,88662,16067
Nissan,Model 3,2.4661661738401883,Diesel,2000,104683,46511
Volkswagen,Model 3,4.550275548098247,Electric,2012,197968,10986
Toyota,Golf,2.7172130286977616,Diesel,2014,176930,36327
Tesla,3 Series,2.878223368114683,Petrol,2013,180184,13278
Audi,Fiesta,3.3657004335562757,Petrol,2016,73548,49810
Chevrolet,Golf,4.766769895030675,Petrol,2021,69601,15442
Chevrolet,Model 3,2.9970357967142522,Petrol,2009,151818,32708
BMW,C-Class,3.438461865451065,Electric,2008,53004,25588
Honda,Model 3,1.2751286912893156,Electric,2021,29438,42739
Chevrolet,C-Class,3.904652400043976,Petrol,2006,113096,15189
Honda,C-Class,3.2769206399848922,Petrol,2022,176701,41841
Honda,Fiesta,2.6900458637287574,Petrol,2005,111471,22373
Toyota,Corolla,1.8647429588783777,Electric,2017,38482,42410
BMW,Corolla,4.3861340381675795,Diesel,2016,53367,18396
Toyota,3 Series,2.079033927744994,Hybrid,2010,115198,23844
BMW,A4,3.8385241410271758,Petrol,2012,10486,22927
Mercedes-Benz,Golf,3.1463225108512356,Hybrid,2016,137698,25417
BMW,3 Series,1.883625601751742,Petrol,2009,16792,47282
Honda,Cruze,3.1416490844131553,Electric,2011,87602,34676
Audi,Fiesta,3.861079773365382,Hybrid,2015,24517,45645
Tesla,Altima,4.812652557760978,Diesel,2003,124841,32122
Nissan,A4,2.1851981651232495,Petrol,2005,187925,1840
Mercedes-Benz,Fiesta,4.559172505852965,Electric,2003,130241,37417
Ford,3 Series,2.604147314257533,Diesel,2015,11146,45884
Toyota,Model 3,1.4980909366751054,Diesel,2012,148286,26347
Mercedes-Benz,Fiesta,4.401600422337346,Diesel,2002,5155,13109
Toyota,Model 3,4.470712394374668,Electric,2006,187006,15718
Tesla,Cruze,1.3945125636913858,Electric,2001,187274,19759
Volkswagen,Corolla,3.927560901137347,Diesel,2018,56495,13705
Mercedes-Benz,Fiesta,2.138158364419201,Diesel,2008,147306,22762
Mercedes-Benz,Fiesta,4.739413122462091,Hybrid,2000,145321,14044
Volkswagen,3 Series,2.0896529206303067,Electric,2020,134026,29577
BMW,Golf,2.2694972234914426,Diesel,2022,107668,44544
Volkswagen,Corolla,3.7595657196420813,Petrol,2010,123976,6720
Tesla,C-Class,2.1331151187858484,Diesel,2002,122801,31264
Volkswagen,Altima,1.155919020089779,Diesel,2005,100763,43755
Ford,Fiesta,4.329704356137854,Hybrid,2021,39524,38537
Ford,Model 3,3.7940729362204775,Diesel,2017,184544,26092
Chevrolet,Cruze,3.447476984355176,Diesel,2004,141993,40001
Tesla,C-Class,4.630150453148138,Electric,2019,26259,38843
Audi,Fiesta,1.2782995616650177,Hybrid,2001,81997,47182
Tesla,Corolla,3.319298757201189,Diesel,2003,59813,10480
Mercedes-Benz,Model 3,1.967367138375995,Hybrid,2002,15424,6330
Audi,Fiesta,3.536256160365759,Petrol,2014,152218,35654
Nissan,Corolla,1.1479376737134768,Diesel,2014,38411,47811
Nissan,Cruze,4.47228222306011,Hybrid,2016,195474,30377
Chevrolet,Fiesta,1.919889532901815,Petrol,2001,108731,27262
Mercedes-Benz,Civic,1.669134476129659,Hybrid,2018,139840,48228
Ford,3 Series,1.2096502257979833,Petrol,2020,91695,17208
Tesla,Model 3,2.0345766911734664,Diesel,2011,129689,26819
Chevrolet,Altima,4.647841232204064,Hybrid,2022,43582,17076
Audi,3 Series,4.753469114672383,Diesel,2013,111148,23466
Nissan,Model 3,3.4164912662106275,Hybrid,2010,92652,10640
Honda,Fiesta,2.1041311460032106,Electric,2018,46410,31143
Honda,Fiesta,2.7877447161608235,Diesel,2007,9983,45376
Mercedes-Benz,Altima,4.750754966748927,Petrol,2011,21402,19272
Tesla,C-Class,1.1582170612525284,Petrol,2012,80853,11093
Ford,Model 3,2.5878937701502784,Hybrid,2013,8299,14329
Ford,Golf,1.9158703340850298,Diesel,2014,16228,32522
Toyota,Civic,4.496342828423659,Petrol,2002,143982,26766
Tesla,Model 3,2.440406927224426,Diesel,2011,42828,3630
Chevrolet,C-Class,1.308194156418864,Petrol,2008,67393,46418
Nissan,3 Series,1.136471423238715,Petrol,2009,193782,41350
Ford,A4,4.203594853114435,Diesel,2018,70962,38417
Nissan,C-Class,3.7918943223908173,Hybrid,2021,87532,38244
Ford,C-Class,2.008562276184636,Diesel,2018,12507,6316
Nissan,3 Series,3.5939987629727836,Electric,2020,108685,6356
Chevrolet,3 Series,3.5061331348785827,Diesel,2016,112659,32621
Mercedes-Benz,Corolla,2.754246657788822,Electric,2010,35935,18159
BMW,C-Class,1.6580799733960512,Diesel,2012,177236,5440
Tesla,Golf,3.41149832853077,Diesel,2007,33889,26494
Mercedes-Benz,Altima,2.0610681070747585,Petrol,2004,24267,41165
Honda,Fiesta,2.2801553418851204,Hybrid,2020,89261,8510
Mercedes-Benz,Civic,2.5190004694402974,Petrol,2009,32115,33665
Audi,Golf,4.727852697198381,Electric,2005,104838,31472
Toyota,Fiesta,3.0865827196560764,Electric,2013,41349,23850
Volkswagen,3 Series,2.4450176828597576,Hybrid,2017,169250,13808
Ford,Corolla,2.507389873139932,Diesel,2012,90456,31369
Audi,Golf,3.839903832716474,Petrol,2016,2623,40924
Chevrolet,Altima,2.795249834865528,Hybrid,2017,34647,24719
Mercedes-Benz,Model 3,4.567187758956477,Diesel,2013,106832,41274
